name,country,source,website,email,phone,address,industry,sub_industry,contact_person,contact_title,products_services,tender_categories,source_url,notes
Ansa Coatings Jamaica Limited,Jamaica,JMEA,,julian.lazarus@ansamcal.com,8766490146,,Chemicals and Pharmaceuticals,,,,"Provides Chlorine And Bleach, Specialty And Commodity Chemicals For Water And Process Applications, Animal Feed Additives And Food & Beverage Sanitation Products As Well As Offer Wastewater Treating Services",,https://jmea.org/listing/ansa-coatings-jamaica-limited/,
Ansel Development Limited/Ettenio,Jamaica,JMEA,,hair.healthy@yahoo.com,8769620072,,Chemicals and Pharmaceuticals,,,,"Provides Haircare, Body Care And Skincare",,https://jmea.org/listing/ansel-development-limited-ettenio/,
Antillean Import – Export Company Limited/ Child’s Play,Jamaica,JMEA,,,,,Food and Tobacco,,,,,,https://jmea.org/listing/antillean-import-export-company-limited-childs-play/,
ARC Manufacturing Limited,Jamaica,JMEA,,info@arcja.com,8769231426,,"Bedding, Furniture and Wood",,,,"ARC Specializes In The Manufacturing And Distribution Of Building Materials And Is The Leading Manufacturer Of Common Wire Nails And The Sole Manufacturer Of Binding Wire In Jamaica. The Company Also Manufactures Barbed Wire, Quarter Wire, Binding Wire, Fabric Mesh, Nails, Chain Link Fencing, Tracks & Studs, Purlins, Circular & Industrial Zinc, Roofing Tiles, Hurricane Straps, And Other Roofing Products.",,https://jmea.org/listing/arc-manufacturing-limited/,
Archer Williams Hyder Limited T/A Bizwear Jamaica,Jamaica,JMEA,,info@arcja.com,87675504446,,"Textile, Apparel and Leather",,,,Provides Corporate And Other Customized And Ready-Made Uniform Apparel Programs For All Sectors: Fabric,,https://jmea.org/listing/archer-williams-hyder-limited-t-a-bizwear-jamaica/,
Architectural Windows & Doors Limited,Jamaica,JMEA,,awdlimited@yahoo.com,8769246089,,Mineral and Metal,,,,Manufactures Aluminum And UPVC Windows And Doors,,https://jmea.org/listing/architectural-windows-doors-limited/,
Arosa,Jamaica,JMEA,,stewart.jacobs@derrimon.com,8769722310,,Food and Tobacco,,,,"Manufactures Frankfurters, Wines, Smoked Meats, Rice and Grains",,https://jmea.org/listing/arosa/,
ArosaAshman Foods Products LimitedArosa,Jamaica,JMEA,,iraashman@msn.com,8767050822,,Food and Tobacco,,,,"Manufactures Canned Fruits & Vegetables including Ackees, Preserves, Jams, Jellies, Sauces, Chutneys, Spices, Pepper Sauces and Seasonings",,https://jmea.org/listing/arosa-2/,
Aunt Delcie Spices,Jamaica,JMEA,,auntdelciespices@gmail.com,8763345696,,Food and Tobacco,,,,"Manufactures ginger Powder, Pimento Combo, Turmeric Powder, Nutmeg Powder, Cinnamon Powder, Turmeric Ginger Powder, Orange Peel Powder, Pimento Seeds, Nutmeg Seeds, Mixed Spice – Porridge, Mixed Spice – Baking, Breadfruit Flour, Sweet Potato Flour, Dasheen FlourClose",,https://jmea.org/listing/aunt-delcie-spices/,
AVCO Corporation Limited,Jamaica,JMEA,,avcoinfo22@yahoo.com,8767929734,,Mineral and Metal,,,,"AVCO Surecoat, SurePatch, AVCO Porca500 (thinset), AVCO CerFlex (thinset), AVCO303 Elastermeric and ply doors",,https://jmea.org/listing/avco-corporation-limited/,
Aviation Communications Jamaica Limited,Jamaica,JMEA,,info@avcomja.com,8767542299,,Professional Services,,,,"Provides Two Way Radio Solutions, Wireless Solutions, Video Surveillance Systems, Access Control",,https://jmea.org/listing/aviation-communications-jamaica-limited/,
AVLM International Limited,Jamaica,JMEA,,,,,Professional Services,,,,,,https://jmea.org/listing/avlm-international-limited/,
Babylove’s C-G Foods,Jamaica,JMEA,,info@twistja.com,8764036902,,Food and Tobacco,,,,Manufactures Gluten Free Ice-Cream,,https://jmea.org/listing/babyloves-c-g-foods/,
Back Yard Herbs and Spices dba BAY’Z,Jamaica,JMEA,,info@bayzjamaica.com,8767248689,,Food and Tobacco,,,,Curry Powder Grocery Stores Island Wide,,https://jmea.org/listing/back-yard-herbs-and-spices-dba-bayz/,
Backfoot Technologies Inc.,Jamaica,JMEA,,dominic.moss@gmail.com,8763224648,,Professional Services,,,,Provides Technology Services,,https://jmea.org/listing/backfoot-technologies-inc/,
Baking Enterprise (1988) Limited,Jamaica,JMEA,,ahendrickson@yummybakery.com,8769203447,,Food and Tobacco,,,,"Manufactures Bun, Bulla, Coconut Bread, Cheese Bread, Hamburger Bread, Hotdog Bread And Dinner Rolls",,https://jmea.org/listing/baking-enterprise-1988-limited/,
Banyan Catering,Jamaica,JMEA,,banyancatering@gmail.com,8766308045,,Food and Tobacco,,,,Catering Company As Well As Food Manufacturer For Frozen Foods,,https://jmea.org/listing/banyan-catering/,
Bar.John Industrial Suppliers Limited,Jamaica,JMEA,,bjis@cwjamaica.com,8769064972,,Mineral and Metal,,,,"Provides Stainless Steel And PVC /CPVC Sch 80 Pipes, Valves, Fittings, Sanitary Gauges, Thermometers, Pumps Centrifugal And Lobe, Sanitary Pipe Line Gaskets, Sanitary Manway Gaskets, In-Line Filters, Food Grade Hoses, Stainless Steel, Flexible Hose, Water Meters, PE Pipes For Gas",,https://jmea.org/listing/bar-john-industrial-suppliers-limited/,
Barco Caribbean Limited,Jamaica,JMEA,,robert.barco@cwjamaica.com,8769339880,,Chemicals and Pharmaceuticals,,,,"Manufactures and Distributes Purelene Lotion, Trill Laundry Detergent, Royal Alcohol, Tropic Hairdressing, Pal All-Purpose Cleaner, Super Pine Disinfectant",,https://jmea.org/listing/barco-caribbean-limited/,
Bare Nutrition Company Limited,Jamaica,JMEA,,accounts@orijin.com,8766332273,,Beverages,,,,Manufactures Juices (Origin brand),,https://jmea.org/listing/bare-nutrition-company-limited/,
Barico Foods Company Limited,Jamaica,JMEA,,baricofoods@gmail.com,8763163688,,Food and Tobacco,,,,Flavoured Water,,https://jmea.org/listing/barico-foods-company-limited/,
Barnaby Engineering & Testing Services Ltd.,Jamaica,JMEA,,,,,"Electricals, Electronics and Automotives, Food and Tobacco",,,,,,https://jmea.org/listing/barnaby-engineering-testing-services-ltd/,
Barnhill Organics Supplies Limited,Jamaica,JMEA,,,,,Chemicals and Pharmaceuticals,,,,,,https://jmea.org/listing/barnhill-organics-supplies-limited/,
Bartley’s All in Wood Limited,Jamaica,JMEA,,info@bartleysallinwood.com.jm,8763480934,,"Bedding, Furniture and Wood",,,,"Manufactures Handcrafted Wooden Furniture, Jewelry And Household Items",,https://jmea.org/listing/bartleys-all-in-wood-limited/,
Bay Juices Limited,Jamaica,JMEA,,bayjuices@hotmail.com,8768601179,,Beverages,,,,Manufactures JuicesClose,,https://jmea.org/listing/baughaus-design-studio/,
Belcour Preserves Limited,Jamaica,JMEA,,mallumsden@gmail.com,8763838942,,Food and Tobacco,,,,"Manufacturing (Sauces and Spices),",,https://jmea.org/listing/belcour-preserves-limited/,
Benbow Farms Ltd,Jamaica,JMEA,,benbowfarms@gmail.com,8763687145,,Food and Beverage,,,,"Sea Moss gel, Sea Moss extracts",,https://jmea.org/listing/benbow-farms-ltd/,
Benchmark Quality Management Solutions Limited,Jamaica,JMEA,,info@benchmarkqms.com,8769275888,,Professional Services,,,,"Provides Quality, Food Safety, Occupational Health And Safety And Environmental Management Implementation, Auditing, Training And Consultancy",,https://jmea.org/listing/benchmark-quality-management-solutions-limited/,
Benlar Foods Limited,Jamaica,JMEA,,admin@benlarfoods.com,8768932039,,Food and Tobacco,,,,"Lettuces, Tomatoes, Cabbages, Sweet Potatoes, Callaloo and Pak Choi; Canned Ackee, Canned Callaloo; Mango Nectar; Escoveitch Pickles",,https://jmea.org/listing/benlar-foods-limited/,
