name,country,source,website,email,phone,address,industry,sub_industry,contact_person,contact_title,products_services,tender_categories,source_url,notes
Ansa Coatings Jamaica Limited,Jamaica,JMEA,,julian.lazarus@ansamcal.com,8766490146,,Chemicals and Pharmaceuticals,,,,"Provides Chlorine And Bleach, Specialty And Commodity Chemicals For Water And Process Applications, Animal Feed Additives And Food & Beverage Sanitation Products As Well As Offer Wastewater Treating Services",,https://jmea.org/listing/ansa-coatings-jamaica-limited/,
Ansel Development Limited/Ettenio,Jamaica,JMEA,,hair.healthy@yahoo.com,8769620072,,Chemicals and Pharmaceuticals,,,,"Provides Haircare, Body Care And Skincare",,https://jmea.org/listing/ansel-development-limited-ettenio/,
Antillean Import – Export Company Limited/ Child’s Play,Jamaica,JMEA,,andlat@msn.com,8769260114,,Food and Tobacco,,,,"Manufactures Kola Nuts, Sarsaparilla, Dogwood Bark, Quassia",,https://jmea.org/listing/antillean-import-export-company-limited-childs-play/,
ARC Manufacturing Limited,Jamaica,JMEA,,info@arcja.com,8769231426,,"Bedding, Furniture and Wood",,,,"ARC Specializes In The Manufacturing And Distribution Of Building Materials And Is The Leading Manufacturer Of Common Wire Nails And The Sole Manufacturer Of Binding Wire In Jamaica. The Company Also Manufactures Barbed Wire, Quarter Wire, Binding Wire, Fabric Mesh, Nails, Chain Link Fencing, Tracks & Studs, Purlins, Circular & Industrial Zinc, Roofing Tiles, Hurricane Straps, And Other Roofing Products.",,https://jmea.org/listing/arc-manufacturing-limited/,
Archer Williams Hyder Limited T/A Bizwear Jamaica,Jamaica,JMEA,,info@arcja.com,87675504446,,"Textile, Apparel and Leather",,,,Provides Corporate And Other Customized And Ready-Made Uniform Apparel Programs For All Sectors: Fabric,,https://jmea.org/listing/archer-williams-hyder-limited-t-a-bizwear-jamaica/,
Architectural Windows & Doors Limited,Jamaica,JMEA,,awdlimited@yahoo.com,8769246089,,Mineral and Metal,,,,Manufactures Aluminum And UPVC Windows And Doors,,https://jmea.org/listing/architectural-windows-doors-limited/,
Arosa,Jamaica,JMEA,,stewart.jacobs@derrimon.com,8769722310,,Food and Tobacco,,,,"Manufactures Frankfurters, Wines, Smoked Meats, Rice and Grains",,https://jmea.org/listing/arosa/,
ArosaAshman Foods Products LimitedArosa,Jamaica,JMEA,,iraashman@msn.com,8767050822,,Food and Tobacco,,,,"Manufactures Canned Fruits & Vegetables including Ackees, Preserves, Jams, Jellies, Sauces, Chutneys, Spices, Pepper Sauces and Seasonings",,https://jmea.org/listing/arosa-2/,
Aunt Delcie Spices,Jamaica,JMEA,,auntdelciespices@gmail.com,8763345696,,Food and Tobacco,,,,"Manufactures ginger Powder, Pimento Combo, Turmeric Powder, Nutmeg Powder, Cinnamon Powder, Turmeric Ginger Powder, Orange Peel Powder, Pimento Seeds, Nutmeg Seeds, Mixed Spice – Porridge, Mixed Spice – Baking, Breadfruit Flour, Sweet Potato Flour, Dasheen FlourClose",,https://jmea.org/listing/aunt-delcie-spices/,
AVCO Corporation Limited,Jamaica,JMEA,,avcoinfo22@yahoo.com,8767929734,,Mineral and Metal,,,,"AVCO Surecoat, SurePatch, AVCO Porca500 (thinset), AVCO CerFlex (thinset), AVCO303 Elastermeric and ply doors",,https://jmea.org/listing/avco-corporation-limited/,
Aviation Communications Jamaica Limited,Jamaica,JMEA,,info@avcomja.com,8767542299,,Professional Services,,,,"Provides Two Way Radio Solutions, Wireless Solutions, Video Surveillance Systems, Access Control",,https://jmea.org/listing/aviation-communications-jamaica-limited/,
AVLM International Limited,Jamaica,JMEA,,info@avlminternationalltd.com,8618616085919,,Professional Services,,,,"Provide Sourcing And Consulting Service For Manufacturers, Importers And Distributors To Access The Chinese Market By Researching And Assessing Reliable Suppliers, Managing Communication And Production, As Well As Organizing Inspections And Logistics",,https://jmea.org/listing/avlm-international-limited/,
Babylove’s C-G Foods,Jamaica,JMEA,,info@twistja.com,8764036902,,Food and Tobacco,,,,Manufactures Gluten Free Ice-Cream,,https://jmea.org/listing/babyloves-c-g-foods/,
Back Yard Herbs and Spices dba BAY’Z,Jamaica,JMEA,,info@bayzjamaica.com,8767248689,,Food and Tobacco,,,,Curry Powder Grocery Stores Island Wide,,https://jmea.org/listing/back-yard-herbs-and-spices-dba-bayz/,
Backfoot Technologies Inc.,Jamaica,JMEA,,dominic.moss@gmail.com,8763224648,,Professional Services,,,,Provides Technology Services,,https://jmea.org/listing/backfoot-technologies-inc/,
Baking Enterprise (1988) Limited,Jamaica,JMEA,,ahendrickson@yummybakery.com,8769203447,,Food and Tobacco,,,,"Manufactures Bun, Bulla, Coconut Bread, Cheese Bread, Hamburger Bread, Hotdog Bread And Dinner Rolls",,https://jmea.org/listing/baking-enterprise-1988-limited/,
Banyan Catering,Jamaica,JMEA,,banyancatering@gmail.com,8766308045,,Food and Tobacco,,,,Catering Company As Well As Food Manufacturer For Frozen Foods,,https://jmea.org/listing/banyan-catering/,
Bar.John Industrial Suppliers Limited,Jamaica,JMEA,,bjis@cwjamaica.com,8769064972,,Mineral and Metal,,,,"Provides Stainless Steel And PVC /CPVC Sch 80 Pipes, Valves, Fittings, Sanitary Gauges, Thermometers, Pumps Centrifugal And Lobe, Sanitary Pipe Line Gaskets, Sanitary Manway Gaskets, In-Line Filters, Food Grade Hoses, Stainless Steel, Flexible Hose, Water Meters, PE Pipes For Gas",,https://jmea.org/listing/bar-john-industrial-suppliers-limited/,
Barco Caribbean Limited,Jamaica,JMEA,,robert.barco@cwjamaica.com,8769339880,,Chemicals and Pharmaceuticals,,,,"Manufactures and Distributes Purelene Lotion, Trill Laundry Detergent, Royal Alcohol, Tropic Hairdressing, Pal All-Purpose Cleaner, Super Pine Disinfectant",,https://jmea.org/listing/barco-caribbean-limited/,
Bare Nutrition Company Limited,Jamaica,JMEA,,accounts@orijin.com,8766332273,,Beverages,,,,Manufactures Juices (Origin brand),,https://jmea.org/listing/bare-nutrition-company-limited/,
Barico Foods Company Limited,Jamaica,JMEA,,baricofoods@gmail.com,8763163688,,Food and Tobacco,,,,Flavoured Water,,https://jmea.org/listing/barico-foods-company-limited/,
Barnaby Engineering & Testing Services Ltd.,Jamaica,JMEA,,info@barnabyengineeing.com,8769266111,,"Electricals, Electronics and Automotives, Food and Tobacco",,,,Barnaby Engineering & Testing Services Ltd.,,https://jmea.org/listing/barnaby-engineering-testing-services-ltd/,
Barnhill Organics Supplies Limited,Jamaica,JMEA,,barnhilljamaica@gmail.com,8764207849,,Chemicals and Pharmaceuticals,,,,"Manufactures Natural Oils (Castor, Coconut, etc) Blended Of Oils And Coconuts Water",,https://jmea.org/listing/barnhill-organics-supplies-limited/,
Bartley’s All in Wood Limited,Jamaica,JMEA,,info@bartleysallinwood.com.jm,8763480934,,"Bedding, Furniture and Wood",,,,"Manufactures Handcrafted Wooden Furniture, Jewelry And Household Items",,https://jmea.org/listing/bartleys-all-in-wood-limited/,
Bay Juices Limited,Jamaica,JMEA,,bayjuices@hotmail.com,8768601179,,Beverages,,,,Manufactures JuicesClose,,https://jmea.org/listing/baughaus-design-studio/,
Belcour Preserves Limited,Jamaica,JMEA,,mallumsden@gmail.com,8763838942,,Food and Tobacco,,,,"Manufacturing (Sauces and Spices),",,https://jmea.org/listing/belcour-preserves-limited/,
Benbow Farms Ltd,Jamaica,JMEA,,benbowfarms@gmail.com,8763687145,,Food and Beverage,,,,"Sea Moss gel, Sea Moss extracts",,https://jmea.org/listing/benbow-farms-ltd/,
Benchmark Quality Management Solutions Limited,Jamaica,JMEA,,info@benchmarkqms.com,8769275888,,Professional Services,,,,"Provides Quality, Food Safety, Occupational Health And Safety And Environmental Management Implementation, Auditing, Training And Consultancy",,https://jmea.org/listing/benchmark-quality-management-solutions-limited/,
Benlar Foods Limited,Jamaica,JMEA,,admin@benlarfoods.com,8768932039,,Food and Tobacco,,,,"Lettuces, Tomatoes, Cabbages, Sweet Potatoes, Callaloo and Pak Choi; Canned Ackee, Canned Callaloo; Mango Nectar; Escoveitch Pickles",,https://jmea.org/listing/benlar-foods-limited/,
Berger Paints Jamaica Limited,Jamaica,JMEA,,bergerja_marketing@bergercaribbean.com,8769236226,,,,,,"Berger Paints is a strong brand in the Caribbean existing for over 68 years. Berger Paints manufactures decorative, industrial, wood coatings and paint related materials. The brand is manufactured in three main islands of Jamaica, Barbados and Trinidad and distributed in various Caribbean territories. Berger has been providing innovative, cutting-edge paint products and services. The Berger Brand remains the largest paint-manufacturing entity in the English- speaking Caribbean.",,https://jmea.org/listing/berger-paints-jamaica-limited/,
Best of the Farming Enterprise,Jamaica,JMEA,,shaunagreen98@gmail.com,8764025621,,"Beverages, Food and Tobacco",,,,"Yam, Pumpkin, Peanuts, hot peppers and coco",,https://jmea.org/listing/best-of-the-farming-enterprise/,
Betapac Manufacturer Company Ltd.,Jamaica,JMEA,,betapacmanufacture@gmail.com,8769842517,,"food, Beverage and Tobacco",,,,"Curry Powder, Black Pepper, Jerk Spice and Chicken Spice.",,https://jmea.org/listing/betapac-manufacturer-company-ltd/,
Beyond 5 Beverages Company Limited,Jamaica,JMEA,,damaindrummond@yahoo.com,8763946097,,Beverages,,,,Manufactures Tinned Coffee Beverages,,https://jmea.org/listing/beyond-5-beverages-company-limited/,
BH Paints,Jamaica,JMEA,,elaine.matthews@harrispaintsonline.com,8769237131,,Chemicals and Pharmaceuticals,,,,"Manufactures Paints, Thinner And Varnishes",,https://jmea.org/listing/bh-paints/,
Big Tree Spices Limited,Jamaica,JMEA,,bigtree@cwjamaica.com,8769851539,,Food and Tobacco,,,,"Manufactures Pimento Leaf Oil, Pimento Berry Oil, Pimento, Sarsaparilla",,https://jmea.org/listing/big-tree-spices-limited/,
Biomade Repository Limited,Jamaica,JMEA,,ogooden@biomade.co,18768512366,,"Food and Tobacco, Packaging, Paper and Printing",,,,Provides Biodegradable Food ware – Food boxes,,https://jmea.org/listing/biomade-repository-limited/,
Black Ink Images & Signs Limited,Jamaica,JMEA,,m.miller@blackinkja.com,8769266094,,"Packaging, Paper and Printing",,,,"Provides Digital Printing, Display Signs, Decals, Banners, Point Of Purchase Signs CNC Cutting And Routing",,https://jmea.org/listing/black-ink-images-signs-limited/,
Blinds Designs Limited,Jamaica,JMEA,,m.miller@blackinkja.com,8769689193,,Mineral and Metal,,,,Manufactures Window Blinds And Shades,,https://jmea.org/listing/blinds-designs-limited/,
Blissful Dreams,Jamaica,JMEA,,blissfuldreamsja@gmail.com,8765787863,,Chemicals and Pharmaceuticals,,,,"lotions, facial scrubs, conditioners, shampoo bars, etc",,https://jmea.org/listing/blissful-dreams/,
Blocks & Mortars Limited,Jamaica,JMEA,,charms1@cwjamaica.com,8763835566,,Mineral and Metal,,,,Manufactures of Thinset,,https://jmea.org/listing/blocks-mortars-limited/,
Blue Mountain Coffee Venture Limited,Jamaica,JMEA,,office@bmcvcoffee.com,8769068052,,Food and Tobacco,,,,Manufactures Coffee And Coffee-Related Products,,https://jmea.org/listing/blue-mountain-coffee-venture-limited/,
Body by Roxanne,Jamaica,JMEA,,info@bodybyroaxanneandco.com,8768417316,,Chemicals and Pharmaceuticals,,,,"Manufactures Face, Body Soap And Vegan-Vegetarian Sandwich spread",,https://jmea.org/listing/body-by-roxanne/,
Bodyscape Earth Limited,Jamaica,JMEA,,bodyscapeja@yahoo.com,8766279454,,Chemicals and Pharmaceuticals,,,,"Manufacture Soothe Skin Solution, Bar Soap, Face Wash And Facial Serum",,https://jmea.org/listing/bodyscape-earth-limited/,
BOSS Furniture Company Limited,Jamaica,JMEA,,tblake@bossfurniture.com,8769221734,,"Bedding, Furniture and Wood",,,,"Manufactures Pillows, Cushions, Sofas, Foam And Bedding",,https://jmea.org/listing/boss-furniture-company-limited/,
Bresheh Enterprises,Jamaica,JMEA,,pickbresheh@gmail.com,8768939713,,Apparel and Leather,,,,"Manufacture Soothe Skin Solution, Bar Soap, Face Wash, And Facial Serum",,https://jmea.org/listing/bresheh-enterprises/,
Bridget Sandals/ B&B Manufacturing,Jamaica,JMEA,,bridgetsandals@gmail.com,8769681913,,"Apparel and Leather, Textile, Apparel and Leather",,,,Manufactures Leather Sandals,,https://jmea.org/listing/bridget-sandals-bb-manufacturing/,
BRK Limited,Jamaica,JMEA,,richard.kidd@cwjamaica.com,8769200637,,Chemicals and Pharmaceuticals,,,,"Distributors Protectants (TUFF), Tire Shine (Everbrite) And Air Fresheners (Everbrite)",,https://jmea.org/listing/brk-limited/,
Broughton Foods Limited,Jamaica,JMEA,,office@broughtonfoodsja.com,8764799558,,Food and Tobacco,,,,"Sweet Potato Pudding Mix- Grated sweet potato, yam, coconut and spices. Used to make pudding, pancakes, cookies and other treats. Gluten Free. Low Cholesterol. High in vitamins. Refrigerated product. 100% Jamaican ingredients. Kingston and Portmore area supermarkets. Sweet Potato Fries-French fry cut (10mm) in Natural, Plain (Coated w/ rice flour), and Jerk (Spicy Jerk). Gluten Free. Low Cholesterol. Low fat. High fiber. High in vitamins. Used to make sides for meals, or for snacks. All ingredients with exception of rice flour are locally grown and sourced. Refrigerated product. Kingston and other area supermarkets and small restaurants. Cassava Chips- Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients. Sweet Potato Chips-Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients.Sweet Potato Pudding Mix- Grated sweet potato, yam, coconut and spices. Used to make pudding, pancakes, cookies and other treats. Gluten Free. Low Cholesterol. High in vitamins. Refrigerated product. 100% Jamaican ingredients. Kingston and Portmore area supermarkets. Sweet Potato Fries-French fry cut (10mm) in Natural, Plain (Coated w/ rice flour), and Jerk (Spicy Jerk). Gluten Free. Low Cholesterol. Low fat. High fiber. High in vitamins. Used to make sides for meals, or for snacks. All ingredients with exception of rice flour are locally grown and sourced. Refrigerated product. Kingston and other area supermarkets and small restaurants. Cassava Chips- Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients. Sweet Potato Chips-Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients.Sweet Potato Pudding Mix- Grated sweet potato, yam, coconut and spices. Used to make pudding, pancakes, cookies and other treats. Gluten Free. Low Cholesterol. High in vitamins. Refrigerated product. 100% Jamaican ingredients. Kingston and Portmore area supermarkets. Sweet Potato Fries-French fry cut (10mm) in Natural, Plain (Coated w/ rice flour), and Jerk (Spicy Jerk). Gluten Free. Low Cholesterol. Low fat. High fiber. High in vitamins. Used to make sides for meals, or for snacks. All ingredients with exception of rice flour are locally grown and sourced. Refrigerated product. Kingston and other area supermarkets and small restaurants. Cassava Chips- Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients. Sweet Potato Chips-Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients.Sweet Potato Pudding Mix- Grated sweet potato, yam, coconut and spices. Used to make pudding, pancakes, cookies and other treats. Gluten Free. Low Cholesterol. High in vitamins. Refrigerated product. 100% Jamaican ingredients. Kingston and Portmore area supermarkets. Sweet Potato Fries-French fry cut (10mm) in Natural, Plain (Coated w/ rice flour), and Jerk (Spicy Jerk). Gluten Free. Low Cholesterol. Low fat. High fiber. High in vitamins. Used to make sides for meals, or for snacks. All ingredients with exception of rice flour are locally grown and sourced. Refrigerated product. Kingston and other area supermarkets and small restaurants. Cassava Chips- Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients. Sweet Potato Chips-Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients.Sweet Potato Pudding Mix- Grated sweet potato, yam, coconut and spices. Used to make pudding, pancakes, cookies and other treats. Gluten Free. Low Cholesterol. High in vitamins. Refrigerated product. 100% Jamaican ingredients. Kingston and Portmore area supermarkets. Sweet Potato Fries-French fry cut (10mm) in Natural, Plain (Coated w/ rice flour), and Jerk (Spicy Jerk). Gluten Free. Low Cholesterol. Low fat. High fiber. High in vitamins. Used to make sides for meals, or for snacks. All ingredients with exception of rice flour are locally grown and sourced. Refrigerated product. Kingston and other area supermarkets and small restaurants. Cassava Chips- Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients. Sweet Potato Chips-Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients.Sweet Potato Pudding Mix- Grated sweet potato, yam, coconut and spices. Used to make pudding, pancakes, cookies and other treats. Gluten Free. Low Cholesterol. High in vitamins. Refrigerated product. 100% Jamaican ingredients. Kingston and Portmore area supermarkets. Sweet Potato Fries-French fry cut (10mm) in Natural, Plain (Coated w/ rice flour), and Jerk (Spicy Jerk). Gluten Free. Low Cholesterol. Low fat. High fiber. High in vitamins. Used to make sides for meals, or for snacks. All ingredients with exception of rice flour are locally grown and sourced. Refrigerated product. Kingston and other area supermarkets and small restaurants. Cassava Chips- Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients. Sweet Potato Chips-Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients.Sweet Potato Pudding Mix- Grated sweet potato, yam, coconut and spices. Used to make pudding, pancakes, cookies and other treats. Gluten Free. Low Cholesterol. High in vitamins. Refrigerated product. 100% Jamaican ingredients. Kingston and Portmore area supermarkets. Sweet Potato Fries-French fry cut (10mm) in Natural, Plain (Coated w/ rice flour), and Jerk (Spicy Jerk). Gluten Free. Low Cholesterol. Low fat. High fiber. High in vitamins. Used to make sides for meals, or for snacks. All ingredients with exception of rice flour are locally grown and sourced. Refrigerated product. Kingston and other area supermarkets and small restaurants. Cassava Chips- Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients. Sweet Potato Chips-Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients.Sweet Potato Pudding Mix- Grated sweet potato, yam, coconut and spices. Used to make pudding, pancakes, cookies and other treats. Gluten Free. Low Cholesterol. High in vitamins. Refrigerated product. 100% Jamaican ingredients. Kingston and Portmore area supermarkets. Sweet Potato Fries-French fry cut (10mm) in Natural, Plain (Coated w/ rice flour), and Jerk (Spicy Jerk). Gluten Free. Low Cholesterol. Low fat. High fiber. High in vitamins. Used to make sides for meals, or for snacks. All ingredients with exception of rice flour are locally grown and sourced. Refrigerated product. Kingston and other area supermarkets and small restaurants. Cassava Chips- Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients. Sweet Potato Chips-Kettle fried chips in snack package sizes (1.5 and 3.5 oz) in Natural and Spicy. 100% Jamaican ingredients.Close",,https://jmea.org/listing/broughton-foods-limited/,
bSMARTe Logistics Limited,Jamaica,JMEA,,gfoote@bsmarte.com,8762601699,,Professional Services,,,,"Provides Business Consultancy Services In Management, Marketing, Sales And Operations, Supply Chain Analysis",,https://jmea.org/listing/bsmarte-logistics-limited/,
"Bureau of Standards, Jamaica",Jamaica,JMEA,,hheron@bsj.org.jm,8769263140,,Professional Services,,,,Provides National Standards Body Services,,https://jmea.org/listing/bureau-of-standards-jamaica/,
Butchers Block Limited,Jamaica,JMEA,,gregory@primeja.com,8766684481,,Food and Tobacco,,,,"Steaks – Beef, Meat Cow Products, Sheep Products, Pork Products, Seafood, Hamburgers, Sausages, Smoked Meats",,https://jmea.org/listing/butchers-block-limited/,
BW (2011) Limitedv,Jamaica,JMEA,,winston.dyke9@gmail.com,8767447951,,Mineral and Metal,,,,Roofing,,https://jmea.org/listing/bw-2011-limitedv/,
Cal’s Manufacturing Limited,Jamaica,JMEA,,info@calsfoods.com,8767648553,,Food and Tobacco,,,,"Manufactures Syrup, ketchup, Fruit Wine, Vinegar, Lime Juice, Sauces And Spices",,https://jmea.org/listing/cals-manufacturing-limited/,
Cameron Industries & Joinery Limited,Jamaica,JMEA,,admin@cameronindustrieslimited.com,876963062830,,"Bedding, Furniture and Wood",,,,"Provides Joinery, Cabinets And Countertops",,https://jmea.org/listing/cameron-industries-joinery-limited/,
Camko Manufacturing & Hotel Supplies Co. Ltd.,Jamaica,JMEA,,camkoltdja@gmail.com,8767288104,,"Textile, Apparel and Leather",,,,"Manufacturers Of Pillows, Pillowcases, Sheets, Apron And Wash Rags",,https://jmea.org/listing/camko-manufacturing-hotel-supplies-co-ltd/,
Canco Limited,Jamaica,JMEA,,cancompanylimited@cwjamaica.com,8769204466,,Food and Tobacco,,,,"Manufactures Canned Ackee, Callaloo, Breadfruit Slices, Soups, Peas in Coconut Milk, Reggae Punch, Guava Jelly",,https://jmea.org/listing/canco-limited/,
Captain Euro Technology Limited,Jamaica,JMEA,,markyounis@cetja.com,8763836275,,"Electricals, Electronics and Automotives",,,,"Provides Gaming Machine, Vaults",,https://jmea.org/listing/captain-euro-technology-limited/,
Carbex Developments Limited,Jamaica,JMEA,,carbexdev@gmail.com,8765847210,,Food and Tobacco,,,,"Manufactures Sourdough Breads, Cakes And Pastries",,https://jmea.org/listing/carbex-developments-limited/,
Carib Star Shipping Limited,Jamaica,JMEA,,nugent.natalie@jm.zim.com,8769234900,,Professional Services,,,,Provides Steamship Agents,,https://jmea.org/listing/carib-star-shipping-limited/,
Caribbean Airlines Limited,Jamaica,JMEA,,trudy.chin@caribbean-airlines.com,87694596432,,"Packaging, Paper and Printing",,,,Provides Air Transportation Services,,https://jmea.org/listing/caribbean-airlines-limited/,
Caribbean Assurance Brokers Limited,Jamaica,JMEA,,info@cabjm.com,8769785508,,Professional Services,,,,Provides Insurance Services,,https://jmea.org/listing/caribbean-assurance-brokers-limited/,
Caribbean Broilers (A Part Of The CB Group),Jamaica,JMEA,,info@mycbgroup.com,8769246000,,Food and Tobacco,,,,Manufactures Fresh And Frozen Poultry Products,,https://jmea.org/listing/caribbean-broilers-a-part-of-the-cb-group/,
Caribbean Cement Company Limited,Jamaica,JMEA,,info.cccl@cemex.com,8769286232,,Mineral and Metal,,,,Manufactures Cement,,https://jmea.org/listing/caribbean-cement-company-limited/,
Caribbean Chemicals Jamaica Limited,Jamaica,JMEA,,gm.jam@caribchem.com,8767570022,,Chemicals and Pharmaceuticals,,,,"Manufactures Herbicides, Insecticides, Molluscicides, Rodenticides, Liquid Fertilizer, Vape, Vet Line",,https://jmea.org/listing/caribbean-chemicals-jamaica-limited/,
Caribbean Cream Limited.,Jamaica,JMEA,,info@kremija.com,8769061127,,Food and Tobacco,,,,Ice Cream & Frozen Novelties,,https://jmea.org/listing/caribbean-cream-limited/,
Caribbean Depot Distributors Limited,Jamaica,JMEA,,deion.henry@cddljamaica.com,8769061127,,Professional Services,,,,"Distribution Of Products Such As Flour, Oil And Also Packaged Sugar Under The Brand ‘Jamaica Gold’.",,https://jmea.org/listing/caribbean-depot-distributors-limited/,
Caribbean Flavours & Fragrances Limited,Jamaica,JMEA,,jlee@cffjamaica.com,8769235111,,"Chemicals and Pharmaceuticals, Food and Tobacco",,,,"Provides Hand Sanitizers, Flavors, Fragrances, Essential Oils Made For The Manufacturers Of Beverages, Confectionaries And Baked Products",,https://jmea.org/listing/caribbean-flavours-fragrances-limited/,
